Year,Month,Day,Hour,Minute,Second,Magnitude,Latitude,Longitude,Depth
2020,12,30,01,55,18,2.0,38.37570,22.01673,7.656
2020,12,30,02,02,11,2.1,38.38086,22.00828,6.844
2020,12,30,02,07,46,2.0,38.37426,22.01722,7.552
2020,12,30,02,08,41,2.0,38.37266,22.01240,6.584
2020,12,30,02,39,38,1.7,38.37922,22.01113,6.724
2020,12,30,03,15,32,1.8,38.37963,22.01114,6.751
2020,12,30,03,21,54,2.1,38.37380,22.01891,7.584
2020,12,30,05,13,49,1.5,38.38047,22.01114,7.602
2020,12,30,07,03,00,1.8,38.38102,22.01059,7.587
2020,12,30,07,48,26,2.6,38.37622,22.01427,7.492
2020,12,30,08,14,42,1.5,38.37922,22.01152,7.250
2020,12,30,08,48,20,1.8,38.37577,22.01234,7.482
2020,12,30,09,48,11,0.9,38.37904,22.01005,6.708
2020,12,30,10,47,18,1.8,38.38026,22.00967,7.505
2020,12,30,10,59,28,1.6,38.38055,22.00984,7.575
2020,12,30,11,18,27,2.1,38.37222,22.01430,6.607
2020,12,30,11,18,27,2.1,38.37217,22.01418,6.628
2020,12,30,11,28,00,2.6,38.37895,21.99125,7.230
2020,12,30,11,40,39,1.8,38.38289,22.02716,7.426
2020,12,30,11,54,29,2.9,38.37972,22.00694,6.885
2020,12,30,12,37,42,2.1,38.38310,21.98660,6.862
2020,12,30,12,41,55,1.6,38.38023,22.00906,7.618
2020,12,30,12,48,45,1.4,38.38157,22.01005,7.573
2020,12,30,13,10,55,1.0,38.38127,22.02713,7.589
2020,12,30,13,27,11,1.6,38.38256,22.01932,7.093
2020,12,30,14,04,02,1.2,38.37991,22.00895,6.768
2020,12,30,14,04,26,1.1,38.37801,21.99307,7.162
2020,12,30,14,09,54,1.6,38.37762,21.99263,7.124
2020,12,30,14,41,51,2.2,38.37019,22.01227,6.482
2020,12,30,15,04,06,3.3,38.37798,21.99325,7.167
2020,12,30,15,04,55,3.0,38.37592,21.99738,7.178
2020,12,30,15,42,46,1.4,38.37862,21.99215,7.029
2020,12,30,16,23,45,2.1,38.37740,21.99337,7.035
2020,12,30,17,16,13,1.4,38.38152,21.98799,6.953
2020,12,30,18,36,06,1.1,38.38147,21.98941,6.821
2020,12,30,19,00,13,1.2,38.38207,22.00240,7.237
2020,12,30,19,20,58,2.1,38.37130,22.01109,6.544
2020,12,30,19,36,49,1.2,38.38320,21.98446,7.156
2020,12,30,19,42,29,2.3,38.38360,21.98406,7.085
2020,12,30,21,05,45,1.8,38.38367,21.98780,6.718
2020,12,30,21,11,29,1.4,38.36977,22.02682,7.617
2020,12,30,21,23,47,1.2,38.37390,22.02290,6.571
2020,12,30,21,24,32,0.7,38.38683,22.00361,5.812
2020,12,30,22,18,37,1.4,38.37476,22.00166,6.710
2020,12,30,22,28,18,1.5,38.37472,21.99829,7.171
2020,12,30,23,44,21,1.3,38.37567,21.99775,6.567
2020,12,31,00,24,00,1.9,38.36968,22.02749,7.613
2020,12,31,01,24,06,1.7,38.38376,21.98819,6.719
2020,12,31,01,50,25,2.0,38.38335,21.99048,6.590
2020,12,31,02,27,21,1.6,38.38416,21.98861,6.510
2020,12,31,03,08,57,1.0,38.37153,22.01137,6.543
2020,12,31,03,09,56,1.4,38.37125,22.01156,6.545
2020,12,31,04,38,48,0.8,38.38301,21.98952,6.721
2020,12,31,04,49,27,2.0,38.37459,22.00287,6.683
2020,12,31,05,38,42,1.2,38.37107,22.01560,6.543
2020,12,31,05,40,46,1.0,38.40047,22.00264,8.154
2020,12,31,07,39,18,1.3,38.38601,21.98184,7.053
2020,12,31,08,09,09,1.3,38.37069,22.02145,7.533
2020,12,31,08,57,54,1.7,38.38201,22.01009,7.626
2020,12,31,09,15,59,1.3,38.38100,22.01062,7.591
2020,12,31,09,49,58,2.5,38.37152,22.01215,6.579
2020,12,31,10,36,25,1.5,38.37127,22.01237,6.564
2020,12,31,11,43,43,2.6,38.37599,22.00969,6.705
2020,12,31,11,51,37,1.4,38.37655,22.00912,6.721
2020,12,31,12,22,29,1.6,38.38199,21.98781,6.894
2020,12,31,13,54,23,1.5,38.37183,22.01213,6.579
2020,12,31,14,46,04,1.9,38.40190,21.97461,6.376
2020,12,31,15,28,06,1.5,38.37614,22.00134,6.760
2020,12,31,16,23,40,1.2,38.37539,22.00111,6.679
2020,12,31,17,34,38,2.4,38.38546,22.02147,7.068
2020,12,31,18,49,27,1.5,38.38491,21.98697,6.723
